
HOT_ID	Domain	Phylum	Class	Order	Family	Genus	Species	Status	Warning	Type_strain	16S_rRNA	Clone_count	Clone_%	Clone_rank	Synonyms	NCBI_taxon_id	NCBI_pubmed_count	NCBI_nucleotide_count	NCBI_protein_count	Genome_ID	General_info	Cultivability	Phenotypic_characteristics	Prevalence	Disease	References
472	Bacteria	Bacteroidetes	Bacteroides	Bacteroidales	Prevotellaceae	Prevotella	sp. oral taxon 472				AY349398	15	0.04	228	Oral Clone GI032|Oral Strain TFI-F0046					SEQF1617	N/A					
473	Bacteria	Bacteroidetes	Bacteroides	Bacteroidales	Prevotellaceae	Alloprevotella	sp. oral taxon 473				AY349399|AY349402	31	0.09	162	Oral Clone HF050|Oral Clone IK062|Oral Strain TFI-F0040					SEQF1899	N/A					
474	Bacteria	Bacteroidetes	Bacteroides	Bacteroidales	Prevotellaceae	Alloprevotella	sp. oral taxon 474				AY349400	4	0.01	365	Oral Clone ID019						N/A					
475	Bacteria	Bacteroidetes	Bacteroides	Bacteroidales	Prevotellaceae	Prevotella	sp. oral taxon 475				AY349401	1	0.00	459	Oral Clone IK053					SEQF1945	N/A					
476	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria	subflava				AJ239291	51	0.15	125	Micrococcus subflavus					SEQF1165	N/A					
477	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	stutzeri				AF063219	5	0.01	343	Pseudomonas perfectimarina|Pseudomonas perfectomarinus|Achromobacter sewerinii|Achromobacter stutzeri|Bacillus denitrificans|Bacillus nitrogenes|Bacillus stutzeri|Bacterium stutzeri|Pseudomonas perfectomarina|Pseudomonas stanieri					SEQF1303|SEQF2382|SEQF2170|SEQF2171|SEQF2333|SEQF2513|SEQF2521	N/A					
478	Bacteria	Firmicutes	Clostridia	Clostridiales	Veillonellaceae	Selenomonas	sp. oral taxon 478				AY349404	6	0.02	332	Oral Clone GI064						N/A					
479	Bacteria	Firmicutes	Clostridia	Clostridiales	Veillonellaceae	Selenomonas	sp. oral taxon 479				AY349405	36	0.10	149	Oral Clone GT010						N/A					
481	Bacteria	Firmicutes	Clostridia	Clostridiales	Veillonellaceae	Selenomonas	sp. oral taxon 481				AY349407	14	0.04	236	Oral Clone IK004						N/A					
483	Bacteria	Firmicutes	Clostridia	Clostridiales	Veillonellaceae	Veillonellaceae[G-1]	sp. oral taxon 483				AY349410	2	0.01	409	Oral Clone JS031						N/A					
484	Bacteria	Firmicutes	Erysipelotrichi	Erysipelotrichales	Erysipelotrichaceae	Erysipelothrix	tonsillarum				AB034201	0	0.00	0	Erysipelothrix rhusiopathiae					SEQF2490	N/A					
485	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Agrobacterium	tumefaciens				M11223	10	0.03	280	Achromobacter radiobacter|Alcaligenes radiobacter|Bacillus radiobacter|Bacterium radiobacter|Pseudomonas radiobacter|Agrobacterium radiobacter|Bacterium tumefaciens|Phytomonas tumefaciens|Polymonas tumefaciens|Pseudomonas tumefaciens					SEQF2482|SEQF2321|SEQF1087|SEQF2035|SEQF2322|SEQF1167	N/A					
486	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	sp. oral taxon 486				AY349413	3	0.01	387	Oral Clone GK051						N/A					
487	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	sp. oral taxon 487				AY349414	2	0.01	409	Oral Clone GM006						N/A					
488	Bacteria	Saccharibacteria (TM7)	TM7[C-1]	TM7[O-1]	TM7[F-1]	TM7[G-1]	sp. oral taxon 488				AY349415	1	0.00	459	Oral Clone HD027						N/A					
490	Bacteria	Spirochaetes	Spirochaetes	Spirochaetales	Spirochaetaceae	Treponema	sp. oral taxon 490				AY349417	3	0.01	387	Oral Clone JU025						N/A					
493	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae[11]	Peptostreptococcaceae[11][G-5]	sp. oral taxon 493				AY349373	1	0.00	459	Oral Clone JH012						N/A					
494	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae[14]	Lachnoanaerobaculum	saburreum			JCM11021	AB525414|AY349376	109	0.31	66	Eubacterium saburreum| Oral Clone IR009					SEQF1886|SEQF1962	Recently renamed in paper "Lachnoanaerobaculum a new genus in Lachnospiraceae; characterization of Lachnoanaerobaculum umeaense gen. nov., sp. nov., isolated from human small intestine, Lachnoanaerobaculum orale gen. nov., sp. nov., isolated from saliva and reclassification of Eubacterium saburreum (Prevot) Holdeman and Moore 1970 as Lachnoanaerobaculum saburreum comb. nov". PMID: 22228654. &nbsp;The genome for this strain is available as Eubacterium saburreum DSM 3986 (AEPW00000000).&nbsp; The name change is not yet refledted for the genome at NCBI (11-02-2012).					
495	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae[11]	Peptostreptococcaceae[11][G-3]	sp. oral taxon 495				AY349378	2	0.01	409	Oral Clone JS001						N/A					
496	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae[14]	Lachnoanaerobaculum	sp. oral taxon 496				AY349379	1	0.00	459	Oral Clone JI012						N/A					
498	Bacteria	Fusobacteria	Fusobacteria	Fusobacteriales	Leptotrichiaceae	Leptotrichia	sp. oral taxon 498				AY349387	15	0.04	228	IK040						N/A					
499	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria	sp. oral taxon 499				AY349388	11	0.03	267	Oral Clone JC012						N/A					
500	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae[14]	Lachnospiraceae[G-8]	sp. oral taxon 500				AY349389	5	0.01	343	Oral Clone JM048					SEQF2663	N/A					
501	Bacteria	Firmicutes	Clostridia	Clostridiales	Veillonellaceae	Selenomonas	sp. oral taxon 501				AY349409	2	0.01	409	Oral Clone JI021						N/A					
502	Bacteria	Firmicutes	Clostridia	Clostridiales	Veillonellaceae	Dialister	sp. oral taxon 502				to be deposited	10	0.03	280	Oral Clone MD028						N/A					
503	Bacteria	Bacteroidetes	Bacteroidetes[C-1]	Bacteroidetes[O-1]	Bacteroidetes[F-1]	Bacteroidetes[G-3]	sp. oral taxon 503				DQ003613	1	0.00	459	Oral Clone MB1_G13						N/A					
504	Bacteria	Tenericutes	Mollicutes	Mollicutes[O-1]	Mollicutes[F-1]	Mollicutes[G-1]	sp. oral taxon 504				DQ003614	1	0.00	459	Mycoplasmataceae genomosp. P1|Oral clone MB1_G23						N/A	Currently no known isolate.	Presumptively Gram-positive			
505	Bacteria	Bacteroidetes	Bacteroidetes[C-1]	Bacteroidetes[O-1]	Bacteroidetes[F-1]	Bacteroidetes[G-5]	sp. oral taxon 505				DQ003615	3	0.01	387	Bacteroidales genomosp. P3|Oral Clone MB1_G34						N/A					
507	Bacteria	Bacteroidetes	Bacteroidetes[C-1]	Bacteroidetes[O-1]	Bacteroidetes[F-1]	Bacteroidetes[G-5]	sp. oral taxon 507				DQ003617	6	0.02	332	Oral Clone MB2_G17						N/A					
508	Bacteria	Spirochaetes	Spirochaetes	Spirochaetales	Spirochaetaceae	Treponema	sp. oral taxon 508				DQ003618	3	0.01	387	Oral Clone MB2_G19						N/A					
509	Bacteria	Bacteroidetes	Bacteroidetes[C-1]	Bacteroidetes[O-1]	Bacteroidetes[F-1]	Bacteroidetes[G-4]	sp. oral taxon 509				DQ003619	1	0.00	459	Oral Clone MB2_P04						N/A					
511	Bacteria	Bacteroidetes	Bacteroidetes[C-1]	Bacteroidetes[O-1]	Bacteroidetes[F-1]	Bacteroidetes[G-5]	sp. oral taxon 511				DQ003634	4	0.01	365	Oral Clone MB3_C19						N/A					
512	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Aggregatibacter	sp. oral taxon 512				DQ003621	5	0.01	343	Oral Clone MB3_C24						N/A					
513	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Aggregatibacter	sp. oral taxon 513				DQ003635	4	0.01	365							N/A					
515	Bacteria	Bacteroidetes	Bacteroides	Bacteroidales	Prevotellaceae	Prevotella	sp. oral taxon 515				DQ003622	1	0.00	459	MB3_P13						N/A					
516	Bacteria	Bacteroidetes	Bacteroidetes[C-2]	Bacteroidetes[O-2]	Bacteroidetes[F-2]	Bacteroidetes[G-6]	sp. oral taxon 516				DQ003623	2	0.01	409	Oral clone MB3_P19						N/A					
517	Bacteria	Spirochaetes	Spirochaetes	Spirochaetales	Spirochaetaceae	Treponema	sp. oral taxon 517				DQ003624	5	0.01	343	Oral Clone MB3_P23						N/A					
518	Bacteria	Spirochaetes	Spirochaetes	Spirochaetales	Spirochaetaceae	Treponema	sp. oral taxon 518				DQ003625	5	0.01	343	Oral Clone MB4_G11						N/A					
521	Bacteria	Firmicutes	Clostridia	Clostridiales	Veillonellaceae	Mitsuokella	sp. oral taxon 521				DQ003628	19	0.05	205	MB5_P06						N/A					
523	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria	sp. oral taxon 523				DQ003630	2	0.01	409	Oral Clone MB5_P15						N/A					
524	Bacteria	Firmicutes	Clostridia	Clostridiales	Veillonellaceae	Veillonella	atypica				DQ003631	208	0.60	30	Oral Clone MB5_P17|Veillonella parvula					SEQF2243|SEQF1918|SEQF1939	N/A					
525	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	sp. oral taxon 525				DQ003632	13	0.04	244	Oral Clone MB6_C03						N/A					
526	Bacteria	Bacteroidetes	Bacteroides	Bacteroidales	Prevotellaceae	Prevotella	sp. oral taxon 526				AY944134|DQ003633	9	0.03	294	Oral Clone MB7_G16|Oral Clone P4P_53						N/A					
529	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	acidophilus				AB008203	4	0.01	365	Bacillus acidophilus|Thermobacterium intestinale					SEQF2108|SEQF1761|SEQF1073|SEQF2540|SEQF2551|SEQF2552|SEQF2600|SEQF2601|SEQF2602|SEQF2698	N/A					
530	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Propionibacteriaceae	Propionibacterium	acnes				AF145256	70	0.20	97	Bacillus acnes|Corynebacterium acnes					SEQF2191|SEQF2161|SEQF2192|SEQF2162|SEQF2163|SEQF2164|SEQF2165|SEQF2166|SEQF1801|SEQF1286|SEQF1014|SEQF2189|SEQF2190|SEQF2702	N/A					
531	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Aggregatibacter	actinomycetemcomitans			ATCC 33384|NCTC 9710	M75036	9	0.03	294	Actinobacillus actinomycetemcomitans|Bacterium acetinomycetum|Bacterium actinomycetem|Bacterium comitans|Haemophilus actinomycetemcomitans|Haemophilus actinomyceticomitans					SEQF2438|SEQF2320|SEQF2439|SEQF2032|SEQF2033|SEQF1845|SEQF1894|SEQF1074|SEQF2294|SEQF2295|SEQF2296|SEQF2034|SEQF2297|SEQF1953|SEQF2250|SEQF1955|SEQF1954|SEQF2436|SEQF2437|SEQF1707	N/A					J Med Microbiol. 2002 Dec;51(12):1013-20[PID:12466398]|Annu Rev Microbiol. 2003;57:29-55[PID:14527274]
534	Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Granulicatella	adiacens				D50540	515	1.48	9	Abiotrophia adiacens|Abiotrophia adjacens|Streptococcus adjacens					SEQF1605	N/A					
535	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Haemophilus	aegyptius				M75044	5	0.01	343	Bacterium pseudo|Bacillus aegyptius|Bacillus conjunctivitidis|Bacterium aegyptiacum|Bacterium conjunctivitis|Hemophilus conjunctivitidis					SEQF1963	N/A					
536	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	aeruginosa				Z76651	133	0.38	54	probable synonym|Bacillus aeruginosus|Bacillus pyocyaneus|Bacterium aeruginosum|Bacterium pyocyaneum|Micrococcus pyocyaneus|Pseudomonas polycolor|Pseudomonas pyocyanea					SEQF1015|SEQF2193|SEQF1295|SEQF2194|SEQF1619|SEQF2167|SEQF2168|SEQF1991|SEQF1992|SEQF1297|SEQF1298|SEQF1290|SEQF1291|SEQF1296|SEQF2696|SEQF2697	N/A					
537	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	agalactiae				AF015927	2	0.01	409	Streptococcus difficile|Streptoccocus de la mammite|Streptococcus difficilis|Streptococcus mastitidis					SEQF1333|SEQF1335|SEQF1336|SEQF1337|SEQF1995|SEQF2209|SEQF1338|SEQF1334|SEQF1331|SEQF1332|SEQF2516	N/A					
538	Bacteria	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae[15]	Pseudoramibacter	alactolyticus				AB036759	197	0.56	35	Eubacterium alactolyticum|Ramibacterium alactolyticum|Ramibacterium dentium|Ramibacterium pleuriticum					SEQF1993	N/A					
539	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae[11]	Filifactor	alocis				AJ006962	108	0.31	67	Fusobacterium alocis					SEQF1018	N/A					
540	Bacteria	Proteobacteria	Gammaproteobacteria	Cardiobacteriales	Cardiobacteriaceae	Cardiobacterium	valvarum				AF144696	13	0.04	244						SEQF1860	N/A					
541	Bacteria	Spirochaetes	Spirochaetes	Spirochaetales	Spirochaetaceae	Treponema	amylovorum				AF023045	4	0.01	365							N/A					
542	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae[11]	Peptostreptococcus	anaerobius				AF023045	10	0.03	280	Streptococcus anaerob|Streptococcus anaerobius					SEQF1921|SEQF1895|SEQF2506	N/A					
543	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	anginosus				AF104678	566	1.62	6						SEQF1692|SEQF1996|SEQF2210|SEQF2397|SEQF2334|SEQF2335|SEQF2587|SEQF2588|SEQF2609	N/A					
544	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Brucellaceae	Ochrobactrum	anthropi				AM114398	19	0.05	205						SEQF1457|SEQF2379|SEQF1284|SEQF2562|SEQF2673	N/A					
545	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Aggregatibacter	aphrophilus				M75041	3	0.01	387	Haemophilus aphrophilus|Haemophilus paraphrophilus					SEQF1675|SEQF1221|SEQF1956	N/A					
547	Bacteria	Bacteroidetes	Bacteroides	Bacteroidales	Porphyromonadaceae	Porphyromonas	asaccharolytica				L16490	0	0.00	0	Bacteroides asaccharolyticus|Bacteroides melaninogenicus					SEQF2145|SEQF2160	N/A					
548	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae[13]	Peptoniphilus	asaccharolyticus				D14138	0	0.00	0	Peptococcus aerogenes|Schleiferella asaccharolytica|Micrococcus asaccharolyticus|Peptococcus asaccharolyticus|Peptostreptococcus asaccharolyticus|Staphylococcus asaccharolyticus						N/A					
550	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	aureus				D83357	15	0.04	228	Micrococcus aureus|Micrococcus pyogenes|Staphlococcus pyogenes|Staphylococcus pyogenes					SEQF1488|SEQF1489|SEQF1803|SEQF2202|SEQF1804|SEQF2203|SEQF1805|SEQF1806|SEQF1807|SEQF1808|SEQF1809|SEQF1810|SEQF1310|SEQF1811|SEQF1812|SEQF1813|SEQF1814|SEQF1815|SEQF1824|SEQF1825|SEQF1826|SEQF1827|SEQF1828|SEQF1829|SEQF1830|SEQF1831|SEQF2198|SEQF1490|SEQF1832|SEQF2199|SEQF1833|SEQF1725|SEQF2200|SEQF1636|SEQF1834|SEQF2201|SEQF1835|SEQF1491|SEQF2173|SEQF1314|SEQF1315|SEQF1316|SEQF1317|SEQF1319|SEQF1311|SEQF1320|SEQF1318|SEQF1637|SEQF1816|SEQF1817|SEQF1818|SEQF1819|SEQF1620|SEQF1820|SEQF1312|SEQF1621|SEQF1821|SEQF1313|SEQF1822|SEQF1431|SEQF1823|SEQF1492	N/A					
552	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Propionibacteriaceae	Propionibacterium	avidum				AJ003055	2	0.01	409	Bacteroides avidus|Corynebacterium avidum|Mycobacterium avidum					SEQF1990|SEQF2522	N/A					
553	Bacteria	Bacteroidetes	Bacteroides	Bacteroidales	Prevotellaceae	Prevotella	baroniae				AJ012605	5	0.01	343	Prevotella genomosp.|Prevotella genomospecies					SEQF1934|SEQF2582|SEQF2675	N/A					
554	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	baumannii				X81660	27	0.08	176	Acinetobacter baumanni|Bacterium anitratum					SEQF1622|SEQF1398|SEQF1164|SEQF1486|SEQF1161|SEQF1727|SEQF1384|SEQF1485|SEQF1623	N/A					
555	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Gemella	bergeriae				AY005050	0	0.00	0	Gemella bergeriae|Gemella bergeri					SEQF2460	N/A					
556	Bacteria	Bacteroidetes	Bacteroides	Bacteroidales	Prevotellaceae	Prevotella	bivia				L16475	0	0.00	0	Bacteroides bivius					SEQF2380|SEQF1797|SEQF2728|SEQF2729|SEQF2730	N/A					
557	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae[11]	Eubacterium[11][G-3]	brachy				U13038	87	0.25	83						SEQF2459	N/A					
558	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	brevis				AF090328	1	0.00	459	Bacillus casei g|Bacillus g|Betabacterium breve|Lactobacterium breve					SEQF1252|SEQF1638|SEQF2565	N/A					
559	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Afipia	broomeae				U87759	2	0.01	409						SEQF2411	N/A					
560	Bacteria	Bacteroidetes	Bacteroides	Bacteroidales	Prevotellaceae	Prevotella	buccae				L16478	9	0.03	294	Bacteroides buccae|Bacteroides capillus|Bacteroides pentosaceus					SEQF1985|SEQF1798|SEQF1615	N/A					
561	Bacteria	Tenericutes	Mollicutes	Mycoplasmatales	Mycoplasmataceae	Mycoplasma	buccale				AF125586	0	0.00	0	Mycoplasma orale type 2						N/A					
562	Bacteria	Bacteroidetes	Bacteroides	Bacteroidales	Prevotellaceae	Prevotella	buccalis				L16476	0	0.00	0	Bacteroides buccalis					SEQF1799|SEQF2731|SEQF2732	N/A					
563	Bacteria	Fusobacteria	Fusobacteria	Fusobacteriales	Leptotrichiaceae	Leptotrichia	buccalis			ATCC 14201	L37788	12	0.03	255	Leptothrix buccalis					SEQF1028|SEQF1287	Leptotrichia buccalis is a common oral bacteria.&nbsp; Previously, all human oral Leptotrichia&nbsp;isolates were lumped into the single species, L. buccalis.&nbsp;&nbsp;From 16S rRNA studies&nbsp;we now recognize that there are approximately 20 Leptotrichia species, five of which&nbsp;been named [2].&nbsp; The early literature&nbsp;was confused as two organisms were&nbsp;called&nbsp;Leptotrichia buccalis [1].	Leptotrichia buccalis requires anaerobic culture for initial isolation.&nbsp; Some strains are reported to grow aerobically in the presence of CO2&nbsp;on subsequent passage.	Straight or slightly curved rods.&nbsp; Cells 0.8-1.5 um wide and 5-15 um long.&nbsp; Cells frequently arranged in chains or septate filaments.&nbsp; Gram-negative, but may be Gram-positive in young cultures.&nbsp; Ferments glucose and several other sugars to lactic acid.	Commonly found in dental plaque.	Leptotrichia buccalis is not commonly pathogenic, but has o&shy;n rare occasions been associated with bacteraemia and endocarditis, particularly in neutropenic patients [3].&nbsp;&nbsp; It has been endodontic leasions&nbsp; by checkerboard hybridization [4].	Int J Syst Evol Microbiol. 2004 Mar;54(Pt 2):583-92[PID:15023979]|Oral Microbiol Immunol. 2007 Dec;22(6):390-7[PID:17949342]|Scand J Infect Dis. 2006;38(8):712-6[PID:16857623]|Bacteriol Rev. 1961 Jun;25:131-41[PID:13705433]
565	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Enterobacter	cancerogenus				Z96078	2	0.01	409	CDC Enteric Group 19|Enterobacter taylorae|Erwinia cancerogena					SEQF1481|SEQF2604	N/A					
567	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	caprae				AB009935	3	0.01	387						SEQF2204	N/A					
568	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	casei				D16552	0	0.00	0	Bacillus a|Bacillus casei a|Bacterium casei a|Caseobacterium vulgare|Lactobacterium casei|Streptobacterium casei					SEQF2109|SEQF2110|SEQF1493|SEQF1246|SEQF1254|SEQF2493|SEQF2494|SEQF2495|SEQF2496|SEQF2566|SEQF2699	N/A					
569	Bacteria	Firmicutes	Erysipelotrichi	Erysipelotrichales	Erysipelotrichaceae	Eggerthia	catenaformis				M23729	9	0.03	294	Bacteroides catenaformis|Catenabacterium catenaforme|Lactobacillus catenaforme					SEQF2477|SEQF1882	N/A					
571	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	cepacia				AF097530	16	0.05	224	Pseudomonas kingii|Pseudomonas cepacia|Pseudomonas multivorans					SEQF2408|SEQF2599|SEQF2612|SEQF2716	N/A					
572	Bacteria	Bacteroidetes	Bacteroides	Bacteroidales	Prevotellaceae	Prevotella	veroralis				L16473	1	0.00	459	Bacteroides veroralis					SEQF1663|SEQF2511|SEQF2688	N/A					
574	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Escherichia	coli				M25588	171	0.49	40	Bacillus coli|Bacterium coli					SEQF1219|SEQF1213|SEQF1137|SEQF1710|SEQF1194|SEQF1711|SEQF1712|SEQF1754|SEQF1755|SEQF1756|SEQF1624|SEQF1189|SEQF1429|SEQF1198|SEQF1713|SEQF1186|SEQF1199|SEQF1200|SEQF1188|SEQF1503|SEQF1433|SEQF1205|SEQF1192|SEQF1639|SEQF1506|SEQF1206|SEQF1193|SEQF1408|SEQF1507|SEQF1207|SEQF1196|SEQF1215|SEQF1508|SEQF1504|SEQF1197|SEQF1509|SEQF1511|SEQF1203|SEQF1510|SEQF1217|SEQF1512|SEQF1376|SEQF1513|SEQF1519|SEQF1514|SEQF1218|SEQF1515|SEQF1516|SEQF1430|SEQF1517|SEQF1518|SEQF1191|SEQF1572|SEQF1247|SEQF1208|SEQF1220	N/A					
575	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Campylobacter	concisus				L06977	69	0.20	98						SEQF1177|SEQF2326|SEQF2578|SEQF2579|SEQF2580	N/A					
576	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	constellatus				AF104676	158	0.45	45	Diplococcus constellatus|Peptococcus constellatus					SEQF2211|SEQF2589|SEQF2590|SEQF2591|SEQF2643	N/A					
577	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Eikenella	corrodens				M22512	30	0.09	164	Bacteroides corrodens|Ristella corrodens					SEQF1016|SEQF2615	N/A					
578	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	cristatus				AB008313	325	0.93	20	Streptococcus crista					SEQF1997|SEQF1669	N/A					
579	Bacteria	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Cryptobacterium	curtum				AB019260	31	0.09	162						SEQF1480	N/A					
580	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Campylobacter	curvus				L04313	6	0.02	332	Wolinella curva					SEQF1178|SEQF2488	N/A					
582	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Kingella	denitrificans				L06166	30	0.09	164						SEQF2079	N/A					
583	Bacteria	Bacteroidetes	Bacteroides	Bacteroidales	Prevotellaceae	Prevotella	dentalis				X81876	2	0.01	409	Mitsuokella dentalis					SEQF2022	N/A					
584	Bacteria	Spirochaetes	Spirochaetes	Spirochaetales	Spirochaetaceae	Treponema	denticola			ATCC 35405	M71236	77	0.22	90	Spirillum dentium|Spirochaeta ambigua|Spirochaeta comandonii|Spirochaeta dentium|Spirochaeta microdentium|Spirochaeta orthodonta|Spirochaete denticola|Spirochaete dentium|Spironema dentium|Treponema ambiguum|Treponema comandonii|Treponema dentium|Treponema dentium-stenogyratum|Treponema microdentium|Treponema orthodontum					SEQF1679|SEQF1873|SEQF1872|SEQF1864|SEQF1869|SEQF1868|SEQF1866|SEQF1871|SEQF1061|SEQF1867|SEQF1874|SEQF1876|SEQF1878|SEQF1865|SEQF1870|SEQF1875|SEQF1877	T. denticola is a member of Group II,&nbsp;o&shy;ne of the 10 phylogenetic groups of oral treponemes [1,2].&nbsp; 	Anaerobic growth in peptone-yeast extract, serum containing medium.&nbsp; White, diffuse colonies (0.3 to 1 mm) in diameter o&shy;n solid media after 2 weeks incubation. 	Obligately anaerobic, catalase negative, helically coiled with translational motility.&nbsp; Will creep o&shy;n solid surfaces, such as agar media or glass.&nbsp; Cells are Gram-negative,&nbsp; 0.2 um by&nbsp;6-16 &nbsp;um, with a 2-4-2 periplasmic flagellar arrangement. G+C content is 37-38 mol%Ferments&nbsp;amino acids (alanine, cysteine, glycine and serine)&nbsp;with&nbsp;acetate as the major endproduct, with lesser amounts of lactic acid, succinic acid and formic acid.&nbsp;&nbsp; Ammonia is produced from amino acids. Arginine can serve as an energy source.&nbsp; Glucose can be degraded using the Embden-Meyerhof pathway [3], but not by the glycolytic pathway.&nbsp;&nbsp;&nbsp;Strains are resistant to rifampicin.	Frequently isolated from human subgingival plaque, especially from subjects with periodontitis.&nbsp; Reported to be present in chimpanzees	Known as a member of the "red complex" and is strongly associated with periodontal disease [4].&nbsp; Also associated with endodontic lesions.	Oral Microbiol Immunol. 2000 Jun;15(3):196-202[PID:11154403]|Arch Mikrobiol. 1971;78(3):234-51[PID:4938689]|Int J Syst Bacteriol. 1993 Apr;43(2):196-203[PID:8494734]|J Clin Periodontol. 1998 Feb;25(2):134-44[PID:9495612]
586	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Parascardovia	denticolens				D89331	17	0.05	218	Bifidobacterium denticolens					SEQF2021|SEQF1655|SEQF2391	N/A					
587	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Micrococcaceae	Rothia	dentocariosa				M59055	207	0.59	33	Rothia denticariosa|Actinomyces dentocariosus|Nocardia dentocariosus|Nocardia salivae					SEQF1994|SEQF1925	N/A					
588	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	dentium				D86183	55	0.16	116	Actinomyces eriksonii					SEQF1911|SEQF1497|SEQF1385|SEQF2053	N/A					
590	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Brevundimonas	diminuta				D49422	0	0.00	0	Bacterium parvulum|Pseudomonas diminuta					SEQF1892|SEQF2056	N/A					
591	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Corynebacteriaceae	Corynebacterium	diphtheriae				X82059	0	0.00	0	Bacillus diphtheriae|Bacterium diphtheriae|Microsporon diphthericum|Microsporon diphtheriticum|Mycobacterium diphtheriae|Pacinia loeffleri					SEQF2272|SEQF2273|SEQF2274|SEQF2275|SEQF2276|SEQF2277|SEQF1184|SEQF2372|SEQF2267|SEQF2268|SEQF2388|SEQF2048|SEQF2269|SEQF2270|SEQF2271|SEQF2703|SEQF2704	N/A					
593	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae[11]	Mogibacterium	diversum				AB037874	2	0.01	409							N/A					
